sample_id,grid_id,latitude,longitude,Ni_pct,Fe_pct,Co_pct,MgO_pct,SiO2_pct,zone,qc_flag
SH1551,H155,0.626002,128.873311,1.074,31.19,0.04,9.53,39.42,transition,valid
SH1552,H155,0.622567,128.874324,0.961,24.26,0.013,17.33,42.02,transition,valid
SH1561,H156,0.623181,128.890367,0.963,45.15,0.071,6.59,33.79,limonite,valid
SH1562,H156,0.625386,128.889413,0.838,27.5,0.021,22.93,38.01,saprolite,valid
SH1571,H157,0.623387,128.904793,0.336,7.47,0.011,35.71,38.54,bedrock,valid
SH1572,H157,0.621263,128.908235,0.01,14.93,0.006,5.94,56.47,soil,valid
SH1581,H158,0.626704,128.920269,0.01,20.27,0.024,6.73,48.01,soil,valid
SH1582,H158,0.622977,128.924727,0.01,9.11,0.008,46.16,45.54,bedrock,valid
SH1591,H159,0.62495,128.937783,1.132,19.21,0.022,26.68,31.31,saprolite,valid
SH1592,H159,0.626058,128.938545,1.321,33.48,0.032,17.03,47.41,transition,valid
SH1601,H160,0.626858,128.948563,0.948,12.79,0.043,19.9,30.54,saprolite,valid
SH1602,H160,0.619956,128.949775,0.914,26.48,0.026,19.06,33.06,saprolite,valid
SH1611,H161,0.627382,128.964794,0.721,20.61,0.027,28.6,31.87,saprolite,valid
SH1612,H161,0.627001,128.9657,0.576,16.56,0.007,8.28,56.26,soil,valid
SH1621,H162,0.623139,128.979265,1.612,16.91,0.024,17.04,34.35,saprolite,valid
SH1622,H162,0.622214,128.988853,1.999,24.63,0.023,7.12,54.88,soil,valid
SH1631,H163,0.619749,129.001105,0.476,21.24,0.061,17.38,44.13,transition,valid
SH1632,H163,0.621724,128.997624,0.425,45.46,0.024,1.84,35.3,limonite,valid
SH1641,H164,0.625646,129.017427,0.69,49.9,0.055,6.43,33.67,limonite,valid
SH1642,H164,0.626385,129.020457,0.39,25.79,0.019,9.66,40.21,transition,valid
SH1651,H165,0.623355,129.032608,1.121,42.75,0.041,5.34,36.44,limonite,valid
SH1652,H165,0.622983,129.033048,1.021,20.76,0.016,2.42,56.6,soil,valid
SH1661,H166,0.619171,129.052496,0.187,22.95,0.021,11.7,40.91,transition,valid
SH1662,H166,0.626006,129.047823,0.427,31.73,0.048,11.8,38.65,transition,valid
SH1671,H167,0.622549,129.068323,1.931,24.7,0.025,16.41,32.01,saprolite,valid
SH1672,H167,0.624687,129.064133,2.454,24.06,0.037,11.96,40.67,transition,valid
SH1681,H168,0.621832,129.079331,1.535,26.46,0.037,15.88,41.32,transition,valid
SH1682,H168,0.621418,129.080425,1.55,22.58,0.011,28.22,35.71,saprolite,valid
SH1691,H169,0.620851,129.091339,1.735,44.17,0.098,2.08,39.28,limonite,valid
SH1692,H169,0.621161,129.097035,1.429,43.81,0.065,2.68,37.97,limonite,valid
SH1701,H170,0.620594,129.115138,1.106,42.83,0.063,4.22,32.13,limonite,valid
SH1702,H170,0.624993,129.116214,1.422,45.02,0.025,2.79,34.67,limonite,valid
SH1711,H171,0.62594,129.123817,0.405,23.31,0.056,12.89,37.76,transition,valid
SH1712,H171,0.621415,129.129648,0.668,22.92,0.045,26.79,31.15,saprolite,valid
SH1721,H172,0.625339,129.142481,0.046,17.99,0.019,5.87,46.25,soil,valid
SH1722,H172,0.626529,129.148865,0.405,30.24,0.032,11.22,35.9,transition,valid
SH1731,H173,0.623734,129.164998,0.78,21.34,0.029,14.8,39.15,transition,valid
SH1732,H173,0.626907,129.155547,0.949,18.26,0.025,21.2,31.35,saprolite,valid
SH1741,H174,0.628765,129.175734,1.015,34.71,0.034,14.03,47.42,transition,valid
SH1742,H174,0.620768,129.177233,1.032,35.64,0.05,4.5,33.86,limonite,valid
SH1751,H175,0.623946,129.194229,0.74,44.44,0.087,6.16,37.95,limonite,valid
SH1752,H175,0.619003,129.189599,0.846,39.54,0.094,5.09,42.21,limonite,valid
SH1761,H176,0.627728,129.212886,1.207,42.32,0.021,3.97,40.81,limonite,valid
SH1762,H176,0.627313,129.206037,0.649,28.4,0.04,14.09,43.74,transition,valid
SH1771,H177,0.620897,129.227321,0.238,19.15,0.024,10.0,46.98,soil,valid
SH1772,H177,0.619946,129.224453,0.266,48.62,0.085,5.45,43.61,limonite,valid
SH1781,H178,0.623728,129.238044,1.167,18.57,0.034,28.94,29.92,saprolite,valid
SH1782,H178,0.624025,129.237535,1.57,18.55,0.019,24.79,32.79,saprolite,valid
SH1791,H179,0.623277,129.25848,0.476,42.06,0.026,6.73,40.1,limonite,valid
SH1792,H179,0.622761,129.255657,0.775,42.9,0.031,7.6,33.83,limonite,valid
SH1801,H180,0.623042,129.272727,0.927,35.85,0.055,6.89,31.02,limonite,valid
SH1802,H180,0.627167,129.268353,0.773,11.94,0.024,5.4,57.17,soil,valid
SH1811,H181,0.62698,129.29013,0.01,28.47,0.062,13.16,43.21,transition,valid
SH1812,H181,0.627401,129.287309,0.363,40.78,0.034,1.32,41.93,limonite,valid
SH1821,H182,0.619307,129.306237,0.34,34.23,0.062,17.92,35.34,transition,valid
SH1822,H182,0.627794,129.305433,0.558,45.55,0.041,5.89,42.12,limonite,valid
SH1831,H183,0.626257,129.315968,0.531,35.89,0.048,5.84,31.57,limonite,valid
SH1832,H183,0.62129,129.324827,0.279,32.13,0.041,15.98,39.91,transition,valid
SH1841,H184,0.623118,129.333392,1.31,32.17,0.019,8.84,39.46,transition,valid
SH1842,H184,0.621752,129.336893,1.045,16.26,0.031,15.97,37.1,saprolite,valid
SH1851,H185,0.628571,129.354553,1.031,35.79,0.037,7.63,44.57,limonite,valid
SH1852,H185,0.627895,129.356201,0.794,20.86,0.016,9.75,58.81,soil,valid
SH1861,H186,0.622006,129.371724,0.342,16.34,0.022,3.7,48.45,soil,valid
SH1862,H186,0.628322,129.363136,0.477,14.69,0.022,23.91,28.59,saprolite,valid
SH1871,H187,0.619513,129.380491,0.807,42.59,0.022,5.06,39.57,limonite,valid
SH1872,H187,0.623387,129.383935,0.932,30.97,0.019,14.13,38.52,transition,valid
SH1881,H188,0.623447,129.398165,0.602,20.7,0.026,15.67,35.72,saprolite,valid
SH1882,H188,0.627343,129.398437,0.872,43.46,0.031,7.3,37.92,limonite,valid
SH1891,H189,0.625381,129.415856,0.429,42.56,0.091,4.81,39.06,limonite,valid
SH1892,H189,0.626197,129.419726,0.268,11.03,0.013,6.91,53.27,soil,valid
SH1901,H190,0.623376,129.431463,1.164,19.82,0.01,2.78,56.2,soil,valid
SH1902,H190,0.624909,129.432373,1.117,14.13,0.033,19.59,32.78,saprolite,valid
SH1911,H191,0.625352,129.444024,1.178,27.53,0.045,9.6,43.67,transition,valid
SH1912,H191,0.621806,129.452537,0.654,35.23,0.057,3.41,30.16,limonite,valid
SH1921,H192,0.624476,129.468454,0.191,18.04,0.017,8.79,58.49,soil,valid
SH1922,H192,0.628323,129.462369,0.622,18.48,0.028,26.79,36.98,saprolite,valid
SH1931,H193,0.624355,129.481805,0.633,20.14,0.014,9.62,53.49,soil,valid
SH1932,H193,0.620197,129.483837,0.696,27.69,0.067,14.34,45.6,transition,valid
SH1941,H194,0.626847,129.50066,1.556,42.25,0.045,1.62,33.1,limonite,valid
SH1942,H194,0.624973,129.494898,1.625,18.25,0.011,5.96,54.52,soil,valid
SH1951,H195,0.623912,129.509522,0.762,44.54,0.088,3.27,31.26,limonite,valid
SH1952,H195,0.61906,129.515014,0.357,48.26,0.088,4.29,40.6,limonite,valid
SH1961,H196,0.622337,129.532897,0.321,21.58,0.021,27.06,35.67,saprolite,valid
SH1962,H196,0.625022,129.523679,0.812,12.63,0.017,19.44,30.78,saprolite,valid
SH1971,H197,0.624984,129.546024,1.365,15.22,0.025,9.21,51.29,soil,valid
SH1972,H197,0.620736,129.545434,0.991,45.96,0.046,2.64,35.4,limonite,valid
SH1981,H198,0.628257,129.56458,1.559,15.46,0.031,19.79,33.72,saprolite,valid
SH1982,H198,0.620286,129.561429,2.412,12.74,0.02,2.83,56.57,soil,valid
SH1991,H199,0.625675,129.577545,0.915,38.54,0.088,7.92,33.49,limonite,valid
SH1992,H199,0.619428,129.579612,1.015,46.08,0.059,4.39,40.04,limonite,valid
SH2001,H200,0.619026,129.594288,0.896,32.7,0.012,10.23,43.22,transition,valid
SH2002,H200,0.62324,129.593708,0.988,41.73,0.084,1.5,30.22,limonite,valid
SH2011,H201,0.643062,128.006624,0.339,7.8,0.015,43.18,42.74,bedrock,valid
SH2012,H201,0.639693,128.012421,0.115,11.2,0.011,44.03,42.34,bedrock,valid
SH2021,H202,0.638249,128.022147,0.181,37.45,0.049,3.78,36.17,limonite,valid
SH2022,H202,0.635706,128.022991,0.023,37.06,0.037,7.42,40.53,limonite,valid
SH2031,H203,0.642074,128.036181,1.623,39.08,0.083,3.13,44.35,limonite,valid
SH2032,H203,0.643409,128.041729,1.377,27.42,0.047,11.59,38.99,transition,valid
SH2041,H204,0.642597,128.052832,0.575,19.44,0.038,21.02,30.75,saprolite,valid
SH2042,H204,0.637019,128.057832,0.715,23.79,0.034,10.63,47.97,transition,valid
SH2051,H205,0.642208,128.076388,0.831,48.04,0.083,3.23,43.68,limonite,valid
SH2052,H205,0.642314,128.069634,0.688,45.46,0.095,7.57,34.61,limonite,valid
SH2061,H206,0.640469,128.085492,0.299,39.48,0.048,6.41,32.86,limonite,valid
SH2062,H206,0.644959,128.089051,0.471,44.36,0.08,1.85,43.27,limonite,valid
SH2071,H207,0.635118,128.101238,0.586,17.33,0.024,18.68,29.74,saprolite,valid
SH2072,H207,0.640286,128.10691,1.423,23.18,0.007,3.92,50.88,soil,valid
SH2081,H208,0.641582,128.119523,0.753,17.11,0.012,24.98,33.76,saprolite,valid
SH2082,H208,0.643478,128.120085,0.656,14.54,0.014,4.96,45.25,soil,valid
SH2091,H209,0.640108,128.135417,1.643,22.56,0.064,10.67,39.52,transition,valid
SH2092,H209,0.644026,128.135185,1.406,19.17,0.023,7.11,49.14,soil,valid
SH2101,H210,0.638588,128.156404,0.266,20.03,0.014,8.03,43.63,transition,valid
SH2102,H210,0.641784,128.154351,0.606,43.31,0.067,6.65,43.51,limonite,valid
SH2111,H211,0.638382,128.163722,0.485,9.28,0.012,46.98,47.26,bedrock,valid
SH2112,H211,0.643829,128.163577,0.01,21.39,0.007,2.99,47.28,soil,valid
SH2121,H212,0.636923,128.187961,0.464,9.26,0.011,45.63,49.75,bedrock,valid
SH2122,H212,0.642139,128.181898,0.551,45.74,0.076,6.87,42.06,limonite,valid
SH2131,H213,0.64376,128.204505,0.01,15.7,0.013,8.55,45.97,soil,valid
SH2132,H213,0.644589,128.200338,0.114,42.07,0.095,2.43,43.69,limonite,valid
SH2141,H214,0.635601,128.217414,1.158,18.51,0.039,25.55,30.72,saprolite,valid
SH2142,H214,0.64459,128.211315,1.575,16.22,0.032,19.32,39.12,saprolite,valid
SH2151,H215,0.643566,128.23336,0.468,36.59,0.09,3.56,38.0,limonite,valid
SH2152,H215,0.643265,128.231036,0.707,14.46,0.03,19.98,38.36,saprolite,valid
SH2161,H216,0.644694,128.24611,0.727,39.31,0.032,6.77,40.45,limonite,valid
SH2162,H216,0.641948,128.243619,0.659,35.75,0.077,4.77,33.27,limonite,valid
SH2171,H217,0.639576,128.268936,0.537,20.83,0.024,17.16,37.3,transition,valid
SH2172,H217,0.644421,128.260061,0.898,23.21,0.045,21.85,38.81,saprolite,valid
SH2181,H218,0.642277,128.279778,0.214,48.23,0.044,2.82,30.92,limonite,valid
SH2182,H218,0.636682,128.279554,0.224,7.63,0.009,39.99,41.06,bedrock,valid
SH2191,H219,0.641615,128.299172,0.821,24.15,0.017,15.15,45.16,transition,valid
SH2192,H219,0.642683,128.294144,0.608,23.5,0.049,16.24,37.83,saprolite,valid
SH2201,H220,0.643215,128.31159,0.135,36.88,0.081,2.25,40.49,limonite,valid
SH2202,H220,0.635306,128.311743,0.241,11.37,0.012,44.18,44.19,bedrock,valid
SH2211,H221,0.640322,128.330929,0.467,20.99,0.03,16.83,32.18,saprolite,valid
SH2212,H221,0.63949,128.328337,0.443,37.87,0.044,5.02,32.42,limonite,valid
SH2221,H222,0.639883,128.341403,0.727,27.33,0.016,26.98,34.15,saprolite,valid
SH2222,H222,0.635577,128.346457,0.89,26.27,0.025,16.32,35.62,transition,valid
SH2231,H223,0.635574,128.357657,0.626,18.17,0.046,28.05,33.88,saprolite,valid
SH2232,H223,0.637837,128.360016,0.628,15.2,0.033,19.02,35.57,saprolite,valid
SH2241,H224,0.644193,128.380844,0.843,24.98,0.011,5.38,53.02,soil,valid
SH2242,H224,0.644029,128.371898,0.741,25.9,0.046,17.6,46.23,transition,valid
SH2251,H225,0.637893,128.389602,0.673,14.83,0.029,27.55,32.48,saprolite,valid
SH2252,H225,0.637235,128.388607,0.422,23.49,0.048,16.36,37.08,saprolite,valid
SH2261,H226,0.644846,128.406545,0.423,41.06,0.084,6.16,42.24,limonite,valid
SH2262,H226,0.640784,128.403162,1.17,19.88,0.015,7.91,48.07,soil,valid
SH2271,H227,0.643374,128.421446,0.887,42.87,0.038,6.39,30.11,limonite,valid
SH2272,H227,0.641558,128.421628,0.765,42.84,0.095,6.6,41.58,limonite,valid
SH2281,H228,0.63608,128.439069,1.07,24.58,0.013,21.8,36.84,saprolite,valid
SH2282,H228,0.636521,128.444432,1.518,25.18,0.062,8.06,36.17,transition,valid
SH2291,H229,0.642864,128.451807,1.256,45.34,0.047,2.31,33.79,limonite,valid
SH2292,H229,0.639238,128.454881,1.108,23.17,0.042,23.45,36.88,saprolite,valid
SH2301,H230,0.638158,128.474985,0.563,17.93,0.01,8.51,51.43,soil,valid
SH2302,H230,0.644038,128.473603,0.314,40.33,0.098,3.43,41.7,limonite,valid
SH2311,H231,0.643185,128.4865,0.211,12.33,0.016,8.34,49.73,soil,valid
SH2312,H231,0.642732,128.485672,0.398,20.8,0.024,9.42,50.4,soil,valid
SH2321,H232,0.641329,128.506859,1.542,34.41,0.031,16.91,39.01,transition,valid
SH2322,H232,0.644458,128.507076,1.521,49.5,0.091,7.36,31.24,limonite,valid
SH2331,H233,0.644196,128.521098,1.044,16.71,0.013,3.48,48.98,soil,valid
SH2332,H233,0.639244,128.520513,0.377,13.36,0.029,27.38,33.47,saprolite,valid
SH2341,H234,0.637516,128.532418,3.597,48.72,0.089,2.11,33.86,limonite,valid
SH2342,H234,0.638729,128.539156,3.737,22.32,0.024,27.61,28.26,saprolite,valid
SH2351,H235,0.640942,128.549516,0.971,12.01,0.007,8.75,51.84,soil,valid
SH2352,H235,0.636914,128.552197,0.874,36.54,0.099,7.19,39.39,limonite,valid
SH2361,H236,0.64318,128.568289,1.414,44.32,0.077,2.95,37.73,limonite,valid
SH2362,H236,0.642047,128.567086,1.274,18.62,0.03,15.61,30.12,saprolite,valid
SH2371,H237,0.639715,128.584346,0.568,20.51,0.01,25.15,32.3,saprolite,valid
SH2372,H237,0.640966,128.583499,0.778,37.81,0.048,7.25,42.7,limonite,valid
SH2381,H238,0.637125,128.603475,0.535,27.54,0.023,14.13,38.07,transition,valid
SH2382,H238,0.638875,128.599892,1.222,12.72,0.023,4.12,48.48,soil,valid
SH2391,H239,0.643987,128.611259,1.162,46.91,0.02,1.37,33.55,limonite,valid
SH2392,H239,0.644302,128.61644,1.272,25.89,0.061,12.78,47.33,transition,valid
SH2401,H240,0.635598,128.634184,0.912,13.69,0.008,4.7,51.04,soil,valid
SH2402,H240,0.639532,128.63652,0.827,23.49,0.038,12.74,41.33,transition,valid
SH2411,H241,0.644496,128.643676,0.912,16.35,0.02,17.95,34.22,saprolite,valid
SH2412,H241,0.644144,128.650896,1.051,17.7,0.046,25.45,32.34,saprolite,valid
SH2421,H242,0.639531,128.659577,0.208,26.61,0.057,13.01,45.56,transition,valid
SH2422,H242,0.643387,128.664054,0.397,49.98,0.091,2.53,43.65,limonite,valid
SH2431,H243,0.644027,128.677325,1.112,39.22,0.03,5.96,30.91,limonite,valid
SH2432,H243,0.63532,128.677006,1.289,38.63,0.038,7.51,30.64,limonite,valid
SH2441,H244,0.642688,128.697465,0.911,41.06,0.027,7.28,42.13,limonite,valid
SH2442,H244,0.64275,128.697218,0.606,39.83,0.075,6.75,43.78,limonite,valid
SH2451,H245,0.642882,128.71379,1.278,44.79,0.096,1.56,37.84,limonite,valid
SH2452,H245,0.63639,128.712773,0.782,33.07,0.061,13.48,37.23,transition,valid
SH2461,H246,0.636019,128.726621,0.376,20.86,0.02,8.46,57.0,soil,valid
SH2462,H246,0.644234,128.727146,0.369,48.09,0.056,3.59,43.26,limonite,valid
SH2471,H247,0.63844,128.741124,2.445,24.85,0.013,16.53,37.38,saprolite,valid
SH2472,H247,0.637621,128.741932,1.571,30.59,0.068,10.29,46.24,transition,valid
SH2481,H248,0.635516,128.763489,0.389,22.88,0.019,20.4,28.4,saprolite,valid
SH2482,H248,0.644457,128.755071,0.383,49.98,0.076,4.87,38.45,limonite,valid
SH2491,H249,0.635016,128.772596,0.695,35.48,0.046,4.45,31.92,limonite,valid
SH2492,H249,0.636096,128.771649,0.652,45.87,0.053,7.89,36.23,limonite,valid
SH2501,H250,0.643758,128.790215,0.871,17.67,0.029,20.29,33.62,saprolite,valid
SH2502,H250,0.644526,128.793405,0.765,25.88,0.02,28.72,28.52,saprolite,valid
SH2511,H251,0.638892,128.810133,0.334,12.18,0.029,24.14,35.78,saprolite,valid
SH2512,H251,0.637182,128.803038,0.337,39.39,0.063,7.06,44.63,limonite,valid
SH2521,H252,0.638037,128.828838,0.909,21.48,0.065,15.75,39.0,transition,valid
SH2522,H252,0.639633,128.824696,0.588,14.83,0.007,5.12,53.73,soil,valid
SH2531,H253,0.640671,128.843173,0.828,22.09,0.03,17.41,33.24,saprolite,valid
SH2532,H253,0.641174,128.839404,0.829,29.79,0.047,10.49,44.8,transition,valid
SH2541,H254,0.640814,128.854502,0.42,16.62,0.015,7.91,45.64,soil,valid
SH2542,H254,0.638069,128.853129,0.437,14.42,0.012,7.58,50.26,soil,valid
SH2551,H255,0.638896,128.870583,0.603,43.4,0.053,4.68,37.76,limonite,valid
SH2552,H255,0.641854,128.874963,0.33,47.16,0.066,7.35,35.61,limonite,valid
SH2561,H256,0.637276,128.891676,0.641,31.08,0.06,12.18,38.51,transition,valid
SH2562,H256,0.639194,128.884732,0.723,36.81,0.1,7.15,40.93,limonite,valid
SH2571,H257,0.644314,128.900726,0.543,40.51,0.087,5.49,36.04,limonite,valid
SH2572,H257,0.638068,128.905493,0.711,25.82,0.01,27.78,29.96,saprolite,valid
SH2581,H258,0.635541,128.918676,0.818,21.53,0.014,8.3,51.73,soil,valid
SH2582,H258,0.636655,128.92444,0.959,42.72,0.022,2.84,40.2,limonite,valid
SH2591,H259,0.64466,128.933928,0.987,43.02,0.069,2.22,39.69,limonite,valid
SH2592,H259,0.639335,128.937382,0.689,45.77,0.067,4.06,36.85,limonite,valid
SH2601,H260,0.641423,128.948447,0.36,48.6,0.047,1.03,34.14,limonite,valid
SH2602,H260,0.642137,128.953264,0.282,7.85,0.012,37.43,41.39,bedrock,valid
SH2611,H261,0.637818,128.970491,0.01,41.91,0.09,6.08,40.85,limonite,valid
SH2612,H261,0.637762,128.965058,0.27,8.44,0.004,42.17,39.51,bedrock,valid
SH2621,H262,0.642529,128.98656,0.886,43.16,0.042,2.89,38.62,limonite,valid
SH2622,H262,0.643449,128.985273,1.166,22.81,0.025,13.08,45.6,transition,valid
SH2631,H263,0.640312,129.004241,0.098,11.52,0.012,7.2,50.34,soil,valid
SH2632,H263,0.637422,128.99965,0.444,13.85,0.007,4.64,49.12,soil,valid
SH2641,H264,0.642379,129.018664,1.312,16.4,0.017,5.54,49.22,soil,valid
SH2642,H264,0.641273,129.015344,0.639,48.39,0.05,3.89,38.32,limonite,valid
SH2651,H265,0.639551,129.034585,0.151,46.66,0.073,2.24,44.47,limonite,valid
SH2652,H265,0.64291,129.030317,0.2,11.44,0.012,35.74,43.57,bedrock,valid
SH2661,H266,0.642958,129.050055,0.645,39.48,0.035,2.08,31.63,limonite,valid
SH2662,H266,0.638849,129.051157,0.603,16.88,0.014,7.78,50.32,soil,valid
SH2671,H267,0.641848,129.059109,0.396,19.61,0.024,8.29,59.23,soil,valid
SH2672,H267,0.636661,129.06256,0.01,5.26,0.009,38.34,41.75,bedrock,valid
SH2681,H268,0.644735,129.077541,0.638,24.64,0.057,10.03,44.93,transition,valid
SH2682,H268,0.642273,129.082009,0.595,41.17,0.098,4.58,35.3,limonite,valid
SH2691,H269,0.643419,129.093166,0.798,43.74,0.081,7.87,35.86,limonite,valid
SH2692,H269,0.640867,129.09778,0.78,14.28,0.013,20.6,34.2,saprolite,valid
SH2701,H270,0.644036,129.111672,0.639,30.22,0.036,9.09,46.1,transition,valid
SH2702,H270,0.644354,129.109342,0.551,37.21,0.044,1.55,36.18,limonite,valid
SH2711,H271,0.642345,129.128911,0.01,13.9,0.013,2.61,50.32,soil,valid
SH2712,H271,0.640132,129.127623,0.773,48.57,0.034,1.31,31.22,limonite,valid
SH2721,H272,0.64169,129.1447,2.555,22.61,0.031,20.73,34.46,saprolite,valid
SH2722,H272,0.643729,129.141925,1.781,22.54,0.036,10.1,40.45,transition,valid
SH2731,H273,0.643827,129.162495,0.758,44.27,0.069,5.3,35.06,limonite,valid
SH2732,H273,0.643448,129.162444,0.969,20.21,0.036,27.58,35.94,saprolite,valid
SH2741,H274,0.638469,129.180267,1.237,28.23,0.037,12.49,37.11,transition,valid
SH2742,H274,0.637122,129.178248,1.543,41.96,0.099,4.2,34.86,limonite,valid
SH2751,H275,0.63949,129.194678,0.394,32.81,0.06,16.08,43.44,transition,valid
SH2752,H275,0.644539,129.196817,0.176,18.35,0.017,8.55,50.1,soil,valid
SH2761,H276,0.642143,129.204852,1.186,20.58,0.042,24.92,34.5,saprolite,valid
SH2762,H276,0.636275,129.206497,0.99,25.36,0.036,29.96,35.02,saprolite,valid
SH2771,H277,0.641086,129.220243,0.264,48.97,0.039,5.69,35.63,limonite,valid
SH2772,H277,0.639185,129.219661,0.01,10.58,0.011,39.68,48.9,bedrock,valid
SH2781,H278,0.644754,129.239613,1.406,26.32,0.037,11.02,46.31,transition,valid
SH2782,H278,0.640286,129.244107,0.934,41.5,0.071,5.64,32.23,limonite,valid
SH2791,H279,0.636796,129.257744,0.67,14.85,0.032,22.24,37.0,saprolite,valid
SH2792,H279,0.643457,129.256614,0.315,45.24,0.086,7.35,35.43,limonite,valid
SH2801,H280,0.636257,129.268595,1.472,22.36,0.034,21.56,39.8,saprolite,valid
SH2802,H280,0.640505,129.272753,1.467,40.98,0.051,2.87,40.45,limonite,valid
SH2811,H281,0.635668,129.289779,2.379,41.31,0.082,3.29,31.36,limonite,valid
SH2812,H281,0.63839,129.283241,1.56,27.42,0.031,11.25,38.53,transition,valid
SH2821,H282,0.637375,129.302878,0.01,28.64,0.06,10.99,44.23,transition,valid
SH2822,H282,0.643763,129.302117,0.067,38.83,0.06,5.6,41.46,limonite,valid
SH2831,H283,0.638748,129.324395,1.118,44.95,0.033,3.2,32.78,limonite,valid
SH2832,H283,0.638201,129.315559,0.605,27.35,0.027,21.64,28.9,saprolite,valid
SH2841,H284,0.635779,129.334076,1.023,43.58,0.035,2.88,37.2,limonite,valid
SH2842,H284,0.644737,129.331576,0.648,18.79,0.016,2.64,59.52,soil,valid
SH2851,H285,0.640185,129.353917,0.086,13.78,0.025,7.12,57.18,soil,valid
SH2852,H285,0.636914,129.352704,0.426,20.39,0.011,9.94,49.6,soil,valid
SH2861,H286,0.635184,129.368274,0.13,6.0,0.011,38.51,41.71,bedrock,valid
SH2862,H286,0.643896,129.369664,0.01,36.55,0.099,5.06,33.68,limonite,valid
SH2871,H287,0.638976,129.387625,0.695,20.32,0.023,12.04,45.06,transition,valid
SH2872,H287,0.640187,129.380713,1.021,12.21,0.015,9.22,51.74,soil,valid
SH2881,H288,0.6388,129.396948,0.534,39.7,0.032,3.92,44.19,limonite,valid
SH2882,H288,0.63985,129.398195,0.284,12.26,0.011,2.17,48.32,soil,valid
SH2891,H289,0.638302,129.412105,1.17,16.19,0.017,8.02,56.15,soil,valid
SH2892,H289,0.6429,129.411216,0.956,40.15,0.035,2.82,35.71,limonite,valid
SH2901,H290,0.644027,129.429611,1.315,23.1,0.006,5.08,57.8,soil,valid
SH2902,H290,0.640374,129.43221,0.78,35.34,0.056,7.94,43.82,limonite,valid
SH2911,H291,0.641535,129.448307,1.039,24.11,0.058,16.39,44.95,transition,valid
SH2912,H291,0.638082,129.448667,1.024,39.56,0.087,5.52,43.04,limonite,valid
SH2921,H292,0.643481,129.467024,0.315,34.75,0.049,16.57,47.41,transition,valid
SH2922,H292,0.643684,129.465163,0.33,48.82,0.081,7.47,32.41,limonite,valid
SH2931,H293,0.640318,129.481375,0.01,23.11,0.016,3.5,59.02,soil,valid
SH2932,H293,0.643908,129.478647,1.02,18.13,0.013,22.99,35.18,saprolite,valid
SH2941,H294,0.639961,129.496004,1.253,25.89,0.032,16.6,32.52,saprolite,valid
SH2942,H294,0.639709,129.498385,0.645,22.29,0.033,17.5,36.11,saprolite,valid
